ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,month,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,days_since_launch,year
2016-07-16,38406,18.1265869916159,84.1,91.9,77.0,8.0,0.0,7,False,True,False,False,False,False,1111,2016
2016-07-17,41347,20.46901306825969,83.1,93.0,77.0,5.1,0.0,7,False,False,True,False,False,False,1112,2016
2016-07-18,43687,15.443204690945436,86.3,97.0,77.0,8.5,0.0,7,True,False,False,False,False,False,1113,2016
2016-07-19,54593,15.406976474395371,80.2,97.0,75.9,10.9,0.12,7,False,False,False,False,True,False,1114,2016
2016-07-20,57225,15.270819571865449,77.9,88.0,71.1,7.2,0.0,7,False,False,False,False,False,True,1115,2016
2016-07-21,54842,15.428570560276189,80.9,91.0,71.1,8.3,0.0,7,False,False,False,True,False,False,1116,2016
2016-07-22,49191,15.72365439477411,85.1,98.1,75.0,11.3,0.0,7,False,False,False,False,False,False,1117,2016
2016-07-23,37523,18.09332764793148,89.5,99.0,75.9,11.0,0.0,7,False,True,False,False,False,False,1118,2016
2016-07-24,39637,21.143647349698515,85.2,99.0,75.9,7.0,0.0,7,False,False,True,False,False,False,1119,2016
2016-07-25,35379,14.396699077607249,84.3,93.9,75.9,8.2,0.02,7,True,False,False,False,False,False,1120,2016
2016-07-26,52912,15.439079666868258,81.7,93.9,75.0,8.3,0.77,7,False,False,False,False,True,False,1121,2016
2016-07-27,54163,15.90347500446184,84.5,93.9,75.0,6.6,0.0,7,False,False,False,False,False,True,1122,2016
2016-07-28,50151,14.930211428153644,84.7,93.9,77.0,6.1,0.0,7,False,False,False,True,False,False,1123,2016
2016-07-29,37703,15.571842205306387,78.1,93.9,71.1,8.3,0.89,7,False,False,False,False,False,False,1124,2016
2016-07-30,27780,17.54144768418527,78.4,84.9,71.1,7.2,0.13,7,False,True,False,False,False,False,1125,2016
2016-07-31,27651,16.085205477800677,77.7,84.0,75.0,8.1,0.18,7,False,False,True,False,False,False,1126,2016
2016-08-01,49401,15.414388710080097,74.2,82.9,71.1,10.4,0.57,8,True,False,False,False,False,False,1127,2016
2016-08-02,56764,14.986372231226364,74.2,80.1,71.1,10.5,0.0,8,False,False,False,False,True,False,1128,2016
2016-08-03,57003,15.262554017624804,74.2,81.0,68.0,7.5,0.0,8,False,False,False,False,False,True,1129,2016
2016-08-04,56604,16.34465114361765,75.6,84.0,68.0,5.9,0.0,8,False,False,False,True,False,False,1130,2016
2016-08-05,53297,16.13703210312025,77.4,86.0,70.0,8.1,0.0,8,False,False,False,False,False,False,1131,2016
2016-08-06,44213,19.816802750322303,80.8,91.0,72.0,8.8,0.0,8,False,True,False,False,False,False,1132,2016
2016-08-07,43631,19.05328894593293,81.5,91.0,73.9,9.2,0.0,8,False,False,True,False,False,False,1133,2016
2016-08-08,52262,15.647659229778167,80.8,89.1,73.9,7.1,0.0,8,True,False,False,False,False,False,1134,2016
2016-08-09,56112,14.844586125368306,80.8,89.1,75.0,6.5,0.0,8,False,False,False,False,True,False,1135,2016
2016-08-10,50114,14.844030942783792,81.5,89.1,75.0,9.3,0.01,8,False,False,False,False,False,True,1136,2016
2016-08-11,47430,14.217371565113504,86.8,97.0,75.9,7.2,0.05,8,False,False,False,True,False,False,1137,2016
2016-08-12,44750,16.51998696461825,86.5,98.1,75.9,7.9,0.56,8,False,False,False,False,False,False,1138,2016
2016-08-13,38912,18.487508566337727,89.2,98.1,75.9,7.0,0.07,8,False,True,False,False,False,False,1139,2016
2016-08-14,32961,17.395388489426896,90.7,97.0,82.0,8.6,0.0,8,False,False,True,False,False,False,1140,2016
2016-08-15,49063,14.42039724435929,84.6,98.1,78.1,5.6,0.01,8,True,False,False,False,False,False,1141,2016
2016-08-16,50426,14.790182643874193,84.9,93.0,78.1,9.0,0.0,8,False,False,False,False,True,False,1142,2016
2016-08-17,53989,15.480586786197192,82.8,91.0,78.1,11.7,0.13,8,False,False,False,False,False,True,1143,2016
2016-08-18,53218,15.552684242173704,80.3,88.0,75.0,5.4,0.02,8,False,False,False,True,False,False,1144,2016
2016-08-19,51669,16.083249143587057,81.6,89.1,75.0,6.6,0.0,8,False,False,False,False,False,False,1145,2016
2016-08-20,45817,21.147449636597774,79.0,89.1,75.0,6.3,0.02,8,False,True,False,False,False,False,1146,2016
2016-08-21,35051,20.343998269188702,80.7,89.1,75.0,9.7,0.12,8,False,False,True,False,False,False,1147,2016
2016-08-22,54404,15.145024569271865,76.0,89.1,71.1,15.1,0.13,8,True,False,False,False,False,False,1148,2016
2016-08-23,58674,16.09048641647067,74.3,84.0,66.9,6.4,0.0,8,False,False,False,False,True,False,1149,2016
2016-08-24,58154,15.984386571287732,78.6,89.1,66.9,6.4,0.0,8,False,False,False,False,False,True,1150,2016
2016-08-25,53487,16.07905721639526,78.6,89.1,71.1,10.6,0.0,8,False,False,False,True,False,False,1151,2016
2016-08-26,52037,16.2612874813434,83.6,91.0,73.0,8.7,0.01,8,False,False,False,False,False,False,1152,2016
2016-08-27,45674,19.99636226299426,82.4,91.0,75.9,8.2,0.0,8,False,True,False,False,False,False,1153,2016
2016-08-28,44639,19.58572735351,80.7,89.1,73.9,6.3,0.0,8,False,False,True,False,False,False,1154,2016
2016-08-29,53288,15.807719686733728,82.1,91.0,73.9,8.6,0.0,8,True,False,False,False,False,False,1155,2016
2016-08-30,57405,15.320482246029671,79.0,91.0,72.0,9.0,0.0,8,False,False,False,False,True,False,1156,2016
2016-08-31,57214,14.513126157933373,80.5,90.0,72.0,7.5,0.0,8,False,False,False,False,False,True,1157,2016
2016-09-01,38187,13.335008423459993,76.9,90.0,73.0,5.6,0.03,9,False,False,False,True,False,False,1158,2016
2016-09-02,53007,16.30920821778256,75.0,82.9,68.0,9.2,0.31,9,False,False,False,False,False,False,1159,2016
2016-09-03,41630,19.121974137240763,73.5,82.9,68.0,10.8,0.0,9,False,True,False,False,False,False,1160,2016
2016-09-04,46023,21.001488748379437,72.1,81.0,66.0,9.5,0.0,9,False,False,True,False,False,False,1161,2016
2016-09-05,45436,19.362901663878855,73.8,84.0,66.0,10.8,0.0,9,True,False,False,False,False,False,1162,2016
2016-09-06,52447,14.600942221035844,77.8,84.0,66.9,15.2,0.0,9,False,False,False,False,True,False,1163,2016
2016-09-07,60500,15.659115977961438,77.2,86.0,71.6,11.2,0.01,9,False,False,False,False,False,True,1164,2016
2016-09-08,61596,14.537538963569062,79.0,88.0,72.0,6.0,0.0,9,False,False,False,True,False,False,1165,2016
2016-09-09,56813,14.743081982410128,86.5,93.0,73.0,7.5,0.0,9,False,False,False,False,False,False,1166,2016
2016-09-10,48455,17.35795755511987,82.2,93.0,75.9,7.1,0.05,9,False,True,False,False,False,False,1167,2016
2016-09-11,52245,19.226808626024816,80.6,91.0,75.9,11.5,0.0,9,False,False,True,False,False,False,1168,2016
2016-09-12,61103,16.01317911286407,71.3,84.0,64.0,8.2,0.0,9,True,False,False,False,False,False,1169,2016
2016-09-13,64839,15.124181691060416,73.2,82.0,64.0,7.7,0.0,9,False,False,False,False,True,False,1170,2016
2016-09-14,59203,14.4035823072029,78.0,91.9,68.0,8.5,0.0,9,False,False,False,False,False,True,1171,2016
2016-09-15,67331,15.07135940354368,70.4,91.9,63.0,10.3,0.37,9,False,False,False,True,False,False,1172,2016
2016-09-16,65275,15.404889825098936,68.5,75.0,63.0,6.4,0.0,9,False,False,False,False,False,False,1173,2016
2016-09-17,59200,19.254599662162168,69.2,78.1,64.0,6.3,0.0,9,False,True,False,False,False,False,1174,2016
2016-09-18,51686,17.322673128764713,76.3,84.9,64.0,8.8,0.0,9,False,False,True,False,False,False,1175,2016
2016-09-19,34217,13.569371949615691,75.2,84.9,72.0,5.9,0.31,9,True,False,False,False,False,False,1176,2016
2016-09-20,64891,14.961962881344611,75.4,84.0,71.1,5.1,0.47,9,False,False,False,False,True,False,1177,2016
2016-09-21,65463,14.88910224096054,77.6,84.9,71.1,4.0,0.0,9,False,False,False,False,False,True,1178,2016
2016-09-22,67810,14.72663569778302,76.8,86.0,70.0,5.8,0.0,9,False,False,False,True,False,False,1179,2016
2016-09-23,65517,15.437967245142486,77.2,89.1,69.1,4.3,0.0,9,False,False,False,False,False,False,1180,2016
2016-09-24,53259,17.905720785845272,68.5,89.1,59.0,9.5,0.44,9,False,True,False,False,False,False,1181,2016
2016-09-25,53568,18.010823626045408,64.2,72.0,57.9,6.8,0.2,9,False,False,True,False,False,False,1182,2016
2016-09-26,61386,14.318692644359736,65.6,73.0,57.0,7.2,0.0,9,True,False,False,False,False,False,1183,2016
2016-09-27,61346,14.143505960725507,70.5,75.9,57.0,8.4,0.15,9,False,False,False,False,True,False,1184,2016
2016-09-28,59464,13.58711657473429,67.6,75.9,62.1,10.8,0.0,9,False,False,False,False,False,True,1185,2016
2016-09-29,55578,12.945873966917365,63.2,71.1,60.1,18.2,0.0,9,False,False,False,True,False,False,1186,2016
2016-09-30,21381,11.513554869588262,62.1,66.9,60.1,21.8,0.0,9,False,False,False,False,False,False,1187,2016
2017-04-01,23849,18.60382825275693,42.2,48.0,39.0,17.2,1.78,4,False,True,False,False,False,False,1370,2017
2017-04-02,39780,23.5137967152673,50.6,63.0,39.0,9.7,0.01,4,False,False,True,False,False,False,1371,2017
2017-04-03,43485,18.11945076846423,56.4,63.0,43.0,7.0,0.0,4,True,False,False,False,False,False,1372,2017
2017-04-04,29991,16.879809498405088,50.1,63.0,45.0,11.3,1.6,4,False,False,False,False,True,False,1373,2017
2017-04-05,47636,19.63189429563076,51.7,63.0,45.0,5.4,0.03,4,False,False,False,False,False,True,1374,2017
2017-04-06,18020,16.070371809100997,46.0,53.1,42.8,12.1,0.02,4,False,False,False,True,False,False,1375,2017
2017-04-07,35779,12.251440789289807,50.1,54.0,43.0,13.2,0.83,4,False,False,False,False,False,False,1376,2017
2017-04-08,35936,19.26489499851588,47.4,57.9,42.1,16.0,0.0,4,False,True,False,False,False,False,1377,2017
2017-04-09,43896,23.29974523115242,54.4,68.0,42.1,8.8,0.0,4,False,False,True,False,False,False,1378,2017
2017-04-10,50424,21.0183100639907,61.3,73.0,46.0,7.6,0.0,4,True,False,False,False,False,False,1379,2017
2017-04-11,57310,23.409557959634736,67.4,78.1,52.0,7.9,0.0,4,False,False,False,False,True,False,1380,2017
2017-04-12,51188,14.593362376598684,63.9,78.1,54.0,4.3,0.0,4,False,False,False,False,False,True,1381,2017
2017-04-13,52915,15.516411540520965,58.5,77.0,50.0,9.8,0.03,4,False,False,False,True,False,False,1382,2017
2017-04-14,52232,19.175458212079437,57.2,66.0,50.0,7.1,0.0,4,False,False,False,False,False,False,1383,2017
2017-04-15,42531,19.46838306176671,57.2,66.0,50.0,8.4,0.0,4,False,True,False,False,False,False,1384,2017
2017-04-16,48140,30.83477426949176,70.8,88.0,52.0,9.5,0.0,4,False,False,True,False,False,False,1385,2017
2017-04-17,53247,15.313219524104644,70.9,88.0,60.1,12.2,0.0,4,True,False,False,False,False,False,1386,2017
2017-04-18,53809,14.697618737881522,59.2,73.0,51.1,10.2,0.0,4,False,False,False,False,True,False,1387,2017
2017-04-19,45787,12.659509613354585,50.0,64.9,46.0,11.0,0.0,4,False,False,False,False,False,True,1388,2017
2017-04-20,44264,19.711147885414775,54.4,66.0,46.0,6.7,0.19,4,False,False,False,True,False,False,1389,2017
2017-04-21,39868,13.169335891776187,52.3,66.0,48.9,11.2,0.3,4,False,False,False,False,False,False,1390,2017
2017-04-22,34596,16.986248410220835,51.8,55.9,48.0,6.9,0.02,4,False,True,False,False,False,False,1391,2017
2017-04-23,49107,20.69660367496828,54.7,64.9,48.0,7.0,0.07,4,False,False,True,False,False,False,1392,2017
2017-04-24,48692,14.031161860949092,53.5,64.9,48.0,6.0,0.0,4,True,False,False,False,False,False,1393,2017
2017-04-25,20332,11.593425798413014,52.8,59.0,48.0,16.3,0.07,4,False,False,False,False,True,False,1394,2017
2017-04-26,37727,12.711058834963463,55.2,62.1,50.0,11.9,0.73,4,False,False,False,False,False,True,1395,2017
2017-04-27,52035,14.989963486115114,62.0,69.1,53.1,5.1,0.13,4,False,False,False,True,False,False,1396,2017
2017-04-28,62199,16.742810173797,66.6,84.9,55.0,5.9,0.01,4,False,False,False,False,False,False,1397,2017
2017-04-29,57701,22.421804936945055,76.9,88.0,55.0,8.8,0.06,4,False,True,False,False,False,False,1398,2017
2017-04-30,42928,17.93472442228848,64.7,88.0,55.9,10.1,0.0,4,False,False,True,False,False,False,1399,2017
2017-05-01,56218,15.693653574774396,55.9,73.0,50.0,9.3,0.0,5,True,False,False,False,False,False,1400,2017
2017-05-02,61207,17.97880797947948,70.5,78.1,50.0,12.9,0.0,5,False,False,False,False,True,False,1401,2017
2017-05-03,59252,17.574413240621972,64.3,78.1,61.0,14.1,0.0,5,False,False,False,False,False,True,1402,2017
2017-05-04,57429,16.835364246867144,57.7,66.9,51.1,8.9,0.0,5,False,False,False,True,False,False,1403,2017
2017-05-05,24009,12.928580254626736,56.0,66.0,51.1,11.4,0.01,5,False,False,False,False,False,False,1404,2017
2017-05-06,46618,17.841924792998416,62.4,66.9,53.1,13.8,2.31,5,False,True,False,False,False,False,1405,2017
2017-05-07,34293,15.37347709445076,56.1,66.9,53.1,12.2,0.01,5,False,False,True,False,False,False,1406,2017
2017-05-08,51553,14.057762561506276,53.4,62.1,48.0,12.5,0.0,5,True,False,False,False,False,False,1407,2017
2017-05-09,56461,13.922706528990512,55.6,64.0,48.0,9.2,0.0,5,False,False,False,False,True,False,1408,2017
2017-05-10,58454,15.4909829381508,56.8,64.9,48.9,6.2,0.0,5,False,False,False,False,False,True,1409,2017
2017-05-11,57208,13.885394525241225,57.1,64.9,52.0,6.4,0.0,5,False,False,False,True,False,False,1410,2017
2017-05-12,56675,14.965937068078226,56.5,64.0,52.0,6.9,0.0,5,False,False,False,False,False,False,1411,2017
2017-05-13,5704,19.46897206638617,53.2,55.9,48.0,11.1,0.13,5,False,True,False,False,False,False,1412,2017
2017-05-14,38729,17.567197707144512,55.4,70.0,46.9,13.4,1.61,5,False,False,True,False,False,False,1413,2017
2017-05-15,54715,14.220029547046815,61.7,70.0,46.9,17.8,0.01,5,True,False,False,False,False,False,1414,2017
2017-05-16,64504,15.439990026458306,68.8,82.9,54.0,10.3,0.0,5,False,False,False,False,True,False,1415,2017
2017-05-17,65794,17.138806476781056,79.2,93.9,59.0,6.8,0.0,5,False,False,False,False,False,True,1416,2017
2017-05-18,63753,15.253955892271737,88.1,97.0,66.0,10.1,0.0,5,False,False,False,True,False,False,1417,2017
2017-05-19,62143,15.827023156268613,87.9,97.0,80.1,11.0,0.0,5,False,False,False,False,False,False,1418,2017
2017-05-20,47859,18.145077205959176,67.3,96.1,61.0,10.9,0.01,5,False,True,False,False,False,False,1419,2017
2017-05-21,54874,21.245994763761832,62.4,71.1,57.0,7.9,0.0,5,False,False,True,False,False,False,1420,2017
2017-05-22,24627,12.423489124402757,59.8,71.1,57.0,7.5,0.11,5,True,False,False,False,False,False,1421,2017
2017-05-23,60032,15.906232786958068,63.4,70.0,57.0,4.9,0.53,5,False,False,False,False,True,False,1422,2017
2017-05-24,60622,16.64418527927155,62.8,70.0,57.0,7.4,0.03,5,False,False,False,False,False,True,1423,2017
2017-05-25,17495,11.630573497189674,58.4,69.1,55.9,11.7,0.1,5,False,False,False,True,False,False,1424,2017
2017-05-26,53768,17.633706541685267,63.5,75.9,55.9,11.1,0.89,5,False,False,False,False,False,False,1425,2017
2017-05-27,46534,20.08462092233636,67.4,75.9,57.0,8.0,0.12,5,False,True,False,False,False,False,1426,2017
2017-05-28,46727,24.947691199235276,64.5,72.0,57.9,6.8,0.0,5,False,False,True,False,False,False,1427,2017
2017-05-29,26322,15.230585315198947,59.1,71.1,55.9,9.5,0.13,5,True,False,False,False,False,False,1428,2017
2017-05-30,50194,14.5975521642693,58.3,64.0,55.0,7.6,0.03,5,False,False,False,False,True,False,1429,2017
2017-05-31,59495,15.222119785976414,63.1,78.1,55.0,6.6,0.08,5,False,False,False,False,False,True,1430,2017
2017-06-01,67403,15.789940111468828,69.4,82.0,57.9,6.9,0.05,6,False,False,False,True,False,False,1431,2017
2017-06-02,66907,16.272086378605128,70.6,82.0,60.1,8.8,0.0,6,False,False,False,False,False,False,1432,2017
2017-06-03,56264,19.403297549646904,66.1,79.0,59.0,9.2,0.0,6,False,True,False,False,False,False,1433,2017
2017-06-04,40138,17.706767070274218,66.0,73.9,59.0,6.3,0.0,6,False,False,True,False,False,False,1434,2017
2017-06-05,55883,15.63976999564567,61.8,71.1,59.0,7.9,0.06,6,True,False,False,False,False,False,1435,2017
2017-06-06,41268,12.379238554489357,58.0,66.9,55.0,11.5,0.02,6,False,False,False,False,True,False,1436,2017
2017-06-07,64453,15.883515119544477,58.6,70.0,52.0,8.0,0.03,6,False,False,False,False,False,True,1437,2017
2017-06-08,62653,15.59040562037466,63.9,71.1,52.0,5.4,0.0,6,False,False,False,True,False,False,1438,2017
2017-06-09,66506,19.48697310518349,66.7,82.9,55.9,7.2,0.0,6,False,False,False,False,False,False,1439,2017
2017-06-10,57087,21.40779103240083,78.1,88.0,55.9,7.6,0.0,6,False,True,False,False,False,False,1440,2017
2017-06-11,51427,20.40684011641096,83.7,93.9,66.9,9.0,0.0,6,False,False,True,False,False,False,1441,2017
2017-06-12,57871,15.694316669834627,86.7,96.1,75.0,8.5,0.0,6,True,False,False,False,False,False,1442,2017
2017-06-13,60921,15.213903798908971,89.7,100.9,75.9,8.5,0.0,6,False,False,False,False,True,False,1443,2017
2017-06-14,60513,17.423499633687527,78.8,93.9,71.6,7.8,0.48,6,False,False,False,False,False,True,1444,2017
2017-06-15,64763,18.4141395035231,70.7,82.9,64.0,8.1,0.02,6,False,False,False,True,False,False,1445,2017
2017-06-16,56403,16.594723684910374,65.6,75.9,63.0,9.1,0.0,6,False,False,False,False,False,False,1446,2017
2017-06-17,34900,18.477302769818525,67.0,73.9,63.0,7.0,0.0,6,False,True,False,False,False,False,1447,2017
2017-06-18,49472,22.722582807783525,75.3,84.0,64.0,8.8,1.26,6,False,False,True,False,False,False,1448,2017
2017-06-19,38310,16.131654920386318,78.5,87.1,70.0,11.1,0.0,6,True,False,False,False,False,False,1449,2017
2017-06-20,64673,17.394913127064868,76.9,87.1,70.0,11.0,1.23,6,False,False,False,False,True,False,1450,2017
2017-06-21,67218,17.4487094230712,80.3,87.1,70.0,8.7,0.01,6,False,False,False,False,False,True,1451,2017
2017-06-22,66308,17.513423719611506,77.1,87.1,68.0,7.6,0.0,6,False,False,False,True,False,False,1452,2017
2017-06-23,55323,16.401218601064055,81.2,87.1,68.0,9.3,0.0,6,False,False,False,False,False,False,1453,2017
2017-06-24,52153,20.70580375689477,79.5,87.1,70.0,10.0,0.96,6,False,True,False,False,False,False,1454,2017
2017-06-25,54655,23.203702009575206,78.2,86.0,70.0,7.1,0.18,6,False,False,True,False,False,False,1455,2017
2017-06-26,62669,20.131003366895914,74.0,84.0,66.9,9.0,0.0,6,True,False,False,False,False,False,1456,2017
2017-06-27,64767,16.471872764422205,71.2,81.0,62.1,7.7,0.16,6,False,False,False,False,True,False,1457,2017
2017-06-28,67752,19.71228303223521,71.5,81.0,62.1,10.1,0.0,6,False,False,False,False,False,True,1458,2017
2017-06-29,64272,17.414588000995767,76.2,82.9,64.0,10.9,0.0,6,False,False,False,True,False,False,1459,2017
2017-06-30,58662,19.612318025297466,80.2,89.1,69.1,11.7,0.0,6,False,False,False,False,False,False,1460,2017
2017-07-01,36737,23.083911315567413,79.0,89.1,73.9,9.4,0.0,7,False,True,False,False,False,False,1461,2017
2017-07-02,43036,26.901029370759364,79.8,91.0,73.0,7.4,0.07,7,False,False,True,False,False,False,1462,2017
2017-07-03,48193,21.41425587395127,83.3,91.0,73.0,7.2,0.0,7,True,False,False,False,False,False,1463,2017
2017-07-04,49924,25.360597441444327,77.8,90.0,70.0,4.2,0.12,7,False,False,False,False,True,False,1464,2017
2017-07-05,60321,18.006270895155364,76.7,87.1,70.0,7.6,0.0,7,False,False,False,False,False,True,1465,2017
2017-07-06,62147,17.693810642508883,74.5,84.9,69.1,7.1,0.0,7,False,False,False,True,False,False,1466,2017
2017-07-07,44068,15.803184094278542,72.4,82.0,68.0,8.4,0.01,7,False,False,False,False,False,False,1467,2017
2017-07-08,55015,20.278051137568536,78.5,87.1,68.0,7.5,2.13,7,False,True,False,False,False,False,1468,2017
2017-07-09,57118,20.39753813742312,76.3,87.1,70.0,8.5,0.0,7,False,False,True,False,False,False,1469,2017
2017-07-10,60907,16.56661275934348,78.7,88.0,70.0,8.0,0.0,7,True,False,False,False,False,False,1470,2017
2017-07-11,61671,15.852646841032794,80.5,89.1,72.0,8.5,0.0,7,False,False,False,False,True,False,1471,2017
2017-07-12,61786,15.48833770325532,84.2,91.0,75.0,9.1,0.0,7,False,False,False,False,False,True,1472,2017
2017-07-13,56475,17.33239220894201,86.0,93.9,78.1,9.1,0.0,7,False,False,False,True,False,False,1473,2017
2017-07-14,31851,16.518075308990824,69.8,93.9,64.9,8.4,0.01,7,False,False,False,False,False,False,1474,2017
2017-07-15,56499,18.99550464020012,73.7,86.0,64.9,6.9,0.47,7,False,True,False,False,False,False,1475,2017
2017-07-16,56833,21.489525158505327,78.0,86.0,66.9,6.6,0.01,7,False,False,True,False,False,False,1476,2017
2017-07-17,62555,16.636904857059125,80.1,87.1,71.1,7.2,0.0,7,True,False,False,False,False,False,1477,2017
2017-07-18,66234,16.65613607311451,80.5,88.0,75.0,7.9,0.0,7,False,False,False,False,True,False,1478,2017
2017-07-19,63915,16.21775509139743,84.8,93.9,75.9,7.6,0.0,7,False,False,False,False,False,True,1479,2017
2017-07-20,59663,15.186770136712312,87.2,98.1,77.0,5.0,0.0,7,False,False,False,True,False,False,1480,2017
2017-07-21,60072,15.763409741643368,84.4,98.1,77.0,8.7,0.0,7,False,False,False,False,False,False,1481,2017
2017-07-22,48011,18.96934383092765,85.3,93.9,77.0,7.5,0.0,7,False,True,False,False,False,False,1482,2017
2017-07-23,46942,17.480288796102993,76.4,91.0,72.0,5.4,0.6,7,False,False,True,False,False,False,1483,2017
2017-07-24,43792,15.022174521982707,70.2,80.1,64.0,11.1,0.46,7,True,False,False,False,False,False,1484,2017
2017-07-25,65336,14.882792283988405,65.8,73.0,62.1,9.1,0.45,7,False,False,False,False,True,False,1485,2017
2017-07-26,70323,16.075239964165355,70.5,78.1,62.1,7.5,0.0,7,False,False,False,False,False,True,1486,2017
2017-07-27,65769,14.640754762882208,72.2,78.1,64.9,7.9,0.0,7,False,False,False,True,False,False,1487,2017
2017-07-28,63899,15.266647887030055,76.9,84.0,66.9,5.8,0.0,7,False,False,False,False,False,False,1488,2017
2017-07-29,52947,17.363740155249584,73.3,84.0,68.0,13.2,0.0,7,False,True,False,False,False,False,1489,2017
2017-07-30,59342,19.02969734757844,72.9,82.0,66.0,7.0,0.0,7,False,False,True,False,False,False,1490,2017
2017-07-31,64218,14.699782252120382,77.7,89.1,66.0,5.3,0.0,7,True,False,False,False,False,False,1491,2017
2017-08-01,66677,17.666347716104006,81.3,91.0,70.0,5.1,0.0,8,False,False,False,False,True,False,1492,2017
2017-08-02,56184,20.02627616403248,79.6,91.0,69.1,6.1,0.0,8,False,False,False,False,False,True,1493,2017
2017-08-03,66149,19.157882205324334,76.2,88.0,69.1,6.2,0.08,8,False,False,False,True,False,False,1494,2017
2017-08-04,56394,18.53645541487865,78.1,87.1,70.0,10.0,0.1,8,False,False,False,False,False,False,1495,2017
2017-08-05,58971,24.419910068790863,76.3,84.9,70.0,10.0,0.82,8,False,True,False,False,False,False,1496,2017
2017-08-06,56476,22.546589996930845,72.0,80.1,66.0,10.9,0.16,8,False,False,True,False,False,False,1497,2017
2017-08-07,23395,12.287061337892707,70.2,78.1,66.0,5.8,0.0,8,True,False,False,False,False,False,1498,2017
2017-08-08,65233,18.12300497192117,70.3,80.1,64.9,7.1,0.43,8,False,False,False,False,True,False,1499,2017
2017-08-09,67884,21.83238416514445,76.5,84.9,64.9,5.2,0.0,8,False,False,False,False,False,True,1500,2017
2017-08-10,66249,16.363312905352032,77.5,86.0,68.0,6.0,0.0,8,False,False,False,True,False,False,1501,2017
2017-08-11,63140,19.479002481258583,75.9,86.0,71.1,7.7,0.0,8,False,False,False,False,False,False,1502,2017
2017-08-12,60540,23.132614524832068,71.8,82.0,64.9,5.9,0.17,8,False,True,False,False,False,False,1503,2017
2017-08-13,57518,21.752491393998415,76.8,84.9,64.9,8.0,0.16,8,False,False,True,False,False,False,1504,2017
2017-08-14,61482,23.30200654934236,76.6,84.9,71.1,5.8,0.0,8,True,False,False,False,False,False,1505,2017
2017-08-15,52461,15.56327303457172,73.2,77.0,69.1,5.3,0.32,8,False,False,False,False,True,False,1506,2017
2017-08-16,68436,17.916156457614896,76.8,86.0,69.1,4.8,0.12,8,False,False,False,False,False,True,1507,2017
2017-08-17,66656,17.59180243839014,76.4,86.0,70.0,7.0,0.0,8,False,False,False,True,False,False,1508,2017
2017-08-18,36620,17.119950391407247,77.3,82.9,70.0,7.7,0.01,8,False,False,False,False,False,False,1509,2017
2017-08-19,62442,24.200790600343787,80.1,89.1,73.0,7.5,0.9,8,False,True,False,False,False,False,1510,2017
2017-08-20,55442,20.311299496170175,78.7,89.1,71.1,10.4,0.0,8,False,False,True,False,False,False,1511,2017
2017-08-21,61059,18.411591520769534,80.8,88.0,71.1,6.7,0.0,8,True,False,False,False,False,False,1512,2017
2017-08-22,60541,19.689789839392585,81.5,91.0,75.0,8.6,0.0,8,False,False,False,False,True,False,1513,2017
2017-08-23,65070,20.25781414886533,78.2,84.0,73.4,11.1,0.25,8,False,False,False,False,False,True,1514,2017
2017-08-24,66307,19.99828223264512,75.2,82.0,69.1,6.8,0.02,8,False,False,False,True,False,False,1515,2017
2017-08-25,64217,16.98689365744274,72.3,81.0,66.0,6.0,0.0,8,False,False,False,False,False,False,1516,2017
2017-08-26,50109,19.13669001576563,71.0,78.1,64.0,5.7,0.0,8,False,True,False,False,False,False,1517,2017
2017-08-27,54598,22.603337423837253,70.2,77.0,64.0,7.1,0.0,8,False,False,True,False,False,False,1518,2017
2017-08-28,60886,16.823883706161247,69.8,77.0,64.0,9.3,0.0,8,True,False,False,False,False,False,1519,2017
2017-08-29,35152,14.879735150204825,66.5,75.0,64.0,11.6,0.0,8,False,False,False,False,True,False,1520,2017
2017-08-30,65329,16.343364100680148,67.5,80.1,61.0,10.6,0.32,8,False,False,False,False,False,True,1521,2017
2017-08-31,64881,15.472770148425582,74.0,82.0,61.0,9.8,0.01,8,False,False,False,True,False,False,1522,2017
2017-09-01,54881,16.895487205651012,65.4,82.0,55.9,10.7,0.0,9,False,False,False,False,False,False,1523,2017
2017-09-02,37812,21.40347993582284,63.2,72.0,55.9,7.9,0.0,9,False,True,False,False,False,False,1524,2017
2017-09-03,30955,20.100291283045287,62.6,72.0,55.9,9.8,0.79,9,False,False,True,False,False,False,1525,2017
2017-09-04,55285,22.74168038346749,71.3,82.0,59.0,11.2,0.4,9,True,False,False,False,False,False,1526,2017
2017-09-05,65445,17.344608959176913,76.4,84.9,64.0,8.8,0.0,9,False,False,False,False,True,False,1527,2017
2017-09-06,42295,13.882774953698227,69.9,84.9,62.1,7.0,0.0,9,False,False,False,False,False,True,1528,2017
2017-09-07,69519,16.865664782289734,65.4,73.0,60.8,8.3,0.44,9,False,False,False,True,False,False,1529,2017
2017-09-08,69574,15.893449181207538,67.5,75.0,61.0,10.6,0.0,9,False,False,False,False,False,False,1530,2017
2017-09-09,60155,18.967705926356917,63.7,73.0,57.9,9.1,0.0,9,False,True,False,False,False,False,1531,2017
