ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,month,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,days_since_launch,year
2015-11-14,25299,17.232278614437984,47.8,59.0,45.0,16.2,0.0,11,False,True,False,False,False,False,866,2015
2015-11-15,25990,18.136986020264207,47.4,59.0,42.1,8.5,0.0,11,False,False,True,False,False,False,867,2015
2015-11-16,40916,15.26048530322286,58.8,68.0,42.1,5.7,0.0,11,True,False,False,False,False,False,868,2015
2015-11-17,38939,14.368553806380918,49.1,68.0,41.0,10.7,0.0,11,False,False,False,False,True,False,869,2015
2015-11-18,41485,13.985746655417628,50.5,59.0,41.0,7.3,0.0,11,False,False,False,False,False,True,870,2015
2015-11-19,21890,14.644936805238308,59.7,64.0,45.0,11.7,0.0,11,False,False,False,True,False,False,871,2015
2015-11-20,38205,16.313732059503558,58.9,64.4,53.1,12.5,1.16,11,False,False,False,False,False,False,872,2015
2015-11-21,28038,16.86766887795135,47.2,64.0,43.0,8.7,0.0,11,False,True,False,False,False,False,873,2015
2015-11-22,23343,16.721426837453055,52.1,55.9,43.0,7.9,0.0,11,False,False,True,False,False,False,874,2015
2015-11-23,30136,13.275741084859744,41.8,55.9,36.0,13.2,0.0,11,True,False,False,False,False,False,875,2015
2015-11-24,32218,13.300495582179732,39.2,46.9,33.1,7.2,0.0,11,False,False,False,False,True,False,876,2015
2015-11-25,30295,15.095552071298895,44.0,48.9,33.1,6.5,0.0,11,False,False,False,False,False,True,877,2015
2015-11-26,13291,23.749510947257548,48.1,60.1,39.9,3.9,0.0,11,False,False,False,True,False,False,878,2015
2015-11-27,22824,18.52700738988199,55.6,64.9,41.0,5.0,0.0,11,False,False,False,False,False,False,879,2015
2015-11-28,15830,17.995388502842705,57.2,64.9,46.9,6.8,0.0,11,False,True,False,False,False,False,880,2015
2015-11-29,18452,15.968623997398652,43.0,46.9,37.9,8.7,0.03,11,False,False,True,False,False,False,881,2015
2015-11-30,30213,12.731424111033878,39.8,46.0,33.8,10.5,0.0,11,True,False,False,False,False,False,882,2015
2015-12-01,18399,12.880604924180664,47.1,53.6,44.1,9.6,0.13,12,False,False,False,False,True,False,883,2015
2015-12-02,23782,13.507134247189752,48.1,55.4,46.0,5.1,0.24,12,False,False,False,False,False,True,884,2015
2015-12-03,33917,13.151216204263353,51.4,57.2,46.9,11.5,0.1,12,False,False,False,True,False,False,885,2015
2015-12-04,34737,14.553756321309647,46.9,55.9,44.1,10.5,0.0,12,False,False,False,False,False,False,886,2015
2015-12-05,26358,21.226578268457395,47.1,52.0,43.0,4.1,0.0,12,False,True,False,False,False,False,887,2015
2015-12-06,24943,19.680364564540483,47.1,53.1,39.9,3.6,0.0,12,False,False,True,False,False,False,888,2015
2015-12-07,34139,14.107047658103632,48.8,55.0,39.9,4.5,0.0,12,True,False,False,False,False,False,889,2015
2015-12-08,35614,13.692017184253388,45.3,55.0,41.0,6.5,0.0,12,False,False,False,False,True,False,890,2015
2015-12-09,35306,14.534629147076036,45.7,53.1,39.0,4.2,0.0,12,False,False,False,False,False,True,891,2015
2015-12-10,39099,14.72724963127787,55.0,61.0,39.0,6.0,0.0,12,False,False,False,True,False,False,892,2015
2015-12-11,39060,15.87940348182284,54.3,61.0,48.9,5.4,0.0,12,False,False,False,False,False,False,893,2015
2015-12-12,31957,20.00469954417916,59.0,66.0,48.9,3.6,0.0,12,False,True,False,False,False,False,894,2015
2015-12-13,32001,19.6570409258044,57.1,66.0,53.1,3.3,0.0,12,False,False,True,False,False,False,895,2015
2015-12-14,32518,13.526458166758925,53.7,62.1,51.1,5.6,0.0,12,True,False,False,False,False,False,896,2015
2015-12-15,38661,13.750234517127511,60.7,64.4,55.0,12.4,0.39,12,False,False,False,False,True,False,897,2015
2015-12-16,35643,13.286628978106966,50.0,64.0,45.0,10.8,0.11,12,False,False,False,False,False,True,898,2015
2015-12-17,21961,14.378934626534916,53.4,59.0,48.0,6.5,0.05,12,False,False,False,True,False,False,899,2015
2015-12-18,30704,14.703712328469692,51.1,59.0,43.0,9.6,0.88,12,False,False,False,False,False,False,900,2015
2015-12-19,17778,14.954873064086694,39.2,57.0,36.0,15.5,0.01,12,False,True,False,False,False,False,901,2015
2015-12-20,17030,16.171584458798197,39.8,44.1,36.0,12.0,0.0,12,False,False,True,False,False,False,902,2015
2015-12-21,29800,12.92418903803132,45.6,55.0,36.0,8.0,0.0,12,True,False,False,False,False,False,903,2015
2015-12-22,22941,13.471548029001934,56.8,62.6,55.0,6.4,0.0,12,False,False,False,False,True,False,904,2015
2015-12-23,14817,13.37780364896178,54.2,62.1,50.0,6.1,0.18,12,False,False,False,False,False,True,905,2015
2015-12-24,18447,18.842397137745973,64.0,72.0,50.0,9.2,1.46,12,False,False,False,True,False,False,906,2015
2015-12-25,12333,34.91361253006838,60.3,72.0,54.0,2.3,0.01,12,False,False,False,False,False,False,907,2015
2015-12-26,13914,23.211406976187053,54.5,64.0,50.0,7.7,0.03,12,False,True,False,False,False,False,908,2015
2015-12-27,13177,21.12411651615188,52.4,62.6,46.0,6.8,0.14,12,False,False,True,False,False,False,909,2015
2015-12-28,18889,14.818268127834545,44.8,62.1,39.0,11.7,0.02,12,True,False,False,False,False,False,910,2015
2015-12-29,13347,12.11237981069404,40.2,46.9,33.8,12.7,0.37,12,False,False,False,False,True,False,911,2015
2015-12-30,22477,15.921718497426998,41.8,48.0,34.0,4.8,0.13,12,False,False,False,False,False,True,912,2015
2015-12-31,20376,16.815838895432535,47.0,48.2,46.0,5.7,0.17,12,False,False,False,True,False,False,913,2015
2016-01-01,11009,20.21896781421261,41.9,50.0,39.0,11.8,0.03,1,False,False,False,False,False,False,914,2016
2016-01-02,14587,17.119549370444012,37.3,43.0,34.0,11.9,0.0,1,False,True,False,False,False,False,915,2016
2016-01-03,15499,15.7432909650085,40.0,46.9,34.0,9.9,0.0,1,False,False,True,False,False,False,916,2016
2016-01-04,19593,12.859374946834752,33.7,46.9,21.0,13.9,0.0,1,True,False,False,False,False,False,917,2016
2016-01-05,18053,11.371251315570822,19.5,37.9,12.9,13.8,0.0,1,False,False,False,False,True,False,918,2016
2016-01-06,24569,13.925138724951497,32.2,43.0,12.9,4.2,0.0,1,False,False,False,False,False,True,919,2016
2016-01-07,27773,12.8975695819681,39.0,48.0,26.1,3.7,0.0,1,False,False,False,True,False,False,920,2016
2016-01-08,28709,14.043273886237763,40.3,48.0,32.0,7.0,0.0,1,False,False,False,False,False,False,921,2016
2016-01-09,20846,14.839802999776134,43.7,48.0,34.0,10.8,0.0,1,False,True,False,False,False,False,922,2016
2016-01-10,14275,15.183514302393464,50.9,59.0,41.0,12.7,0.63,1,False,False,True,False,False,False,923,2016
2016-01-11,22937,11.935826394035836,37.8,59.0,30.9,16.0,0.79,1,True,False,False,False,False,False,924,2016
2016-01-12,25211,12.20320362804596,32.9,45.0,26.1,9.0,0.0,1,False,False,False,False,True,False,925,2016
2016-01-13,21133,13.283152731115637,29.3,45.0,24.1,16.9,0.0,1,False,False,False,False,False,True,926,2016
2016-01-14,23780,13.019561956826465,28.7,39.0,24.1,11.0,0.0,1,False,False,False,True,False,False,927,2016
2016-01-15,28435,14.487640818240434,40.2,52.0,24.1,4.8,0.0,1,False,False,False,False,False,False,928,2016
2016-01-16,19178,16.918041505892166,46.3,52.0,34.0,9.6,0.24,1,False,True,False,False,False,False,929,2016
2016-01-17,12024,16.351681359503214,38.9,46.9,30.2,9.5,0.02,1,False,False,True,False,False,False,930,2016
2016-01-18,12718,12.472764323530953,29.0,44.1,24.1,15.0,0.05,1,True,False,False,False,False,False,931,2016
2016-01-19,17281,11.166679204521342,22.8,33.1,18.0,19.0,0.0,1,False,False,False,False,True,False,932,2016
2016-01-20,23420,12.554346712211784,32.1,37.9,18.0,13.0,0.0,1,False,False,False,False,False,True,933,2016
2016-01-21,23672,13.70497563929256,32.6,37.9,28.0,10.8,0.0,1,False,False,False,True,False,False,934,2016
2016-01-22,20950,14.860442322991249,27.3,37.9,21.9,10.5,0.0,1,False,False,False,False,False,False,935,2016
2016-01-27,6761,17.990472316718428,44.4,48.9,35.1,10.3,0.01,1,False,False,False,False,False,True,940,2016
2016-01-28,11946,16.815265918857076,37.9,48.0,28.9,5.4,0.0,1,False,False,False,True,False,False,941,2016
2016-01-29,16028,14.059549954246732,39.8,44.1,28.9,8.0,0.0,1,False,False,False,False,False,False,942,2016
2016-01-30,12973,15.286832909375883,34.0,42.1,30.0,10.4,0.0,1,False,True,False,False,False,False,943,2016
2016-01-31,16118,16.035860528601564,42.4,55.9,30.0,6.8,0.0,1,False,False,True,False,False,False,944,2016
2016-02-01,24334,13.250679433440183,50.5,59.0,37.0,6.5,0.0,2,True,False,False,False,False,False,945,2016
2016-02-02,28528,14.370903439895306,45.5,59.0,37.9,5.0,0.0,2,False,False,False,False,True,False,946,2016
2016-02-03,16203,11.663013022279824,48.1,57.0,37.9,9.0,0.0,2,False,False,False,False,False,True,947,2016
2016-02-04,27766,15.733332132824314,54.0,57.9,42.1,8.2,0.69,2,False,False,False,True,False,False,948,2016
2016-02-05,13670,13.922404291636186,39.4,57.9,32.0,13.7,0.31,2,False,False,False,False,False,False,949,2016
2016-02-06,16933,16.37174255398728,36.0,44.1,32.0,9.3,0.05,2,False,True,False,False,False,False,950,2016
2016-02-07,17605,15.89026412950866,39.6,46.0,32.0,5.0,0.0,2,False,False,True,False,False,False,951,2016
2016-02-08,19026,12.806705736010374,36.7,39.9,30.2,13.5,0.0,2,True,False,False,False,False,False,952,2016
2016-02-09,22741,13.106703750934436,30.2,41.0,27.0,8.3,0.06,2,False,False,False,False,True,False,953,2016
2016-02-10,22420,13.478496134403809,35.4,39.9,27.0,7.6,0.01,2,False,False,False,False,False,True,954,2016
2016-02-11,18748,13.523118021477853,28.1,39.9,23.0,17.3,0.0,2,False,False,False,True,False,False,955,2016
2016-02-12,16449,15.263371633533952,21.7,32.0,17.1,12.3,0.05,2,False,False,False,False,False,False,956,2016
2016-02-13,6625,13.904042767295596,21.6,27.0,10.9,17.0,0.0,2,False,True,False,False,False,False,957,2016
2016-02-14,4653,15.776377247653844,8.3,24.1,1.0,15.8,0.0,2,False,False,True,False,False,False,958,2016
2016-02-15,5884,11.873243825062312,19.1,30.9,1.0,6.2,0.0,2,True,False,False,False,False,False,959,2016
2016-02-16,14542,12.414541787007748,46.1,57.2,30.9,13.4,0.49,2,False,False,False,False,True,False,960,2016
2016-02-17,23572,12.86050115956785,39.9,57.0,35.1,12.6,0.8,2,False,False,False,False,False,True,961,2016
2016-02-18,22261,14.31494392285462,33.9,41.0,28.9,12.8,0.0,2,False,False,False,True,False,False,962,2016
2016-02-19,21959,13.206008925725218,30.2,37.4,25.0,7.6,0.0,2,False,False,False,False,False,False,963,2016
2016-02-20,24484,20.46163412841039,47.4,62.1,25.0,10.1,0.0,2,False,True,False,False,False,False,964,2016
2016-02-21,20052,19.637280570516655,53.1,62.1,39.9,8.4,0.0,2,False,False,True,False,False,False,965,2016
2016-02-22,28233,14.050746762063309,46.0,57.0,39.0,6.1,0.05,2,True,False,False,False,False,False,966,2016
2016-02-23,16133,12.8781131841567,38.8,53.1,36.0,13.0,0.0,2,False,False,False,False,True,False,967,2016
2016-02-24,9761,11.923438513813476,39.8,55.4,35.6,14.0,0.3,2,False,False,False,False,False,True,968,2016
2016-02-25,25102,12.412082038615784,52.7,61.0,36.0,17.1,1.48,2,False,False,False,True,False,False,969,2016
2016-02-26,22573,12.97242649773328,36.6,41.0,33.1,17.7,0.02,2,False,False,False,False,False,False,970,2016
2016-02-27,17226,16.94913986609389,32.6,42.1,28.0,11.5,0.0,2,False,True,False,False,False,False,971,2016
2016-02-28,25437,20.957101204282477,46.3,61.0,28.0,10.1,0.0,2,False,False,True,False,False,False,972,2016
2016-02-29,27954,13.314709284300395,51.2,61.0,39.0,9.4,0.0,2,True,False,False,False,False,False,973,2016
2016-03-01,30509,15.124711287379675,46.6,61.0,39.9,11.4,0.07,3,False,False,False,False,True,False,974,2016
2016-03-02,26195,13.532020741871856,46.5,55.9,36.0,15.1,0.17,3,False,False,False,False,False,True,975,2016
2016-03-03,24061,13.28557208761066,31.5,36.0,27.0,11.9,0.0,3,False,False,False,True,False,False,976,2016
2016-03-04,17369,12.66162895580248,33.7,42.1,27.0,10.0,0.04,3,False,False,False,False,False,False,977,2016
2016-03-05,18023,16.747829625108654,34.8,42.1,30.0,9.4,0.04,3,False,True,False,False,False,False,978,2016
2016-03-06,18832,16.345742176437266,37.8,46.9,30.0,4.5,0.0,3,False,False,True,False,False,False,979,2016
2016-03-07,31492,16.197380287057037,45.1,61.0,33.1,9.3,0.0,3,True,False,False,False,False,False,980,2016
2016-03-08,36521,15.032190611794125,53.9,64.0,37.0,5.8,0.0,3,False,False,False,False,True,False,981,2016
2016-03-09,41490,18.328602876195077,54.0,75.0,41.0,5.3,0.0,3,False,False,False,False,False,True,982,2016
2016-03-10,42252,17.652698886048785,70.0,78.1,64.0,6.7,0.0,3,False,False,False,True,False,False,983,2016
2016-03-11,38195,18.275407775886897,61.2,78.1,54.0,9.7,0.04,3,False,False,False,False,False,False,984,2016
2016-03-12,32771,22.65650524345712,49.6,66.0,41.0,7.2,0.0,3,False,True,False,False,False,False,985,2016
2016-03-13,27550,22.446108892921963,56.7,64.0,41.0,5.6,0.0,3,False,False,True,False,False,False,986,2016
2016-03-14,10930,12.241709362610552,47.6,64.0,41.0,12.0,0.02,3,True,False,False,False,False,False,987,2016
2016-03-15,31596,15.491558530615697,48.0,57.0,41.0,12.8,0.17,3,False,False,False,False,True,False,988,2016
2016-03-16,36067,16.4251014315949,53.5,64.9,44.1,3.2,0.0,3,False,False,False,False,False,True,989,2016
2016-03-17,35390,16.21275737025525,52.2,64.9,45.0,7.6,0.02,3,False,False,False,True,False,False,990,2016
2016-03-18,34647,15.460024917982317,53.0,64.0,45.0,13.3,0.04,3,False,False,False,False,False,False,991,2016
2016-03-19,24048,18.36390552228876,43.5,57.0,37.0,7.0,0.0,3,False,True,False,False,False,False,992,2016
2016-03-20,16678,19.04426390054764,38.9,46.9,33.1,12.7,0.0,3,False,False,True,False,False,False,993,2016
2016-03-21,26414,13.608512531233435,39.6,50.0,33.1,10.4,0.14,3,True,False,False,False,False,False,994,2016
2016-03-22,33497,15.566450726930771,43.8,55.0,37.0,13.6,0.07,3,False,False,False,False,True,False,995,2016
2016-03-23,40983,17.209375838762405,57.4,71.1,50.0,9.1,0.0,3,False,False,False,False,False,True,996,2016
2016-03-24,36495,15.03523542037722,50.1,71.1,44.1,11.2,0.0,3,False,False,False,True,False,False,997,2016
2016-03-25,34097,19.251851580295423,55.9,73.0,44.1,7.9,0.0,3,False,False,False,False,False,False,998,2016
2016-03-26,27478,25.45250139505544,47.0,73.0,39.0,10.5,0.07,3,False,True,False,False,False,False,999,2016
2016-03-27,22483,21.431044196355767,45.8,54.0,39.0,6.8,0.0,3,False,False,True,False,False,False,1000,2016
2016-03-28,20345,14.658629474891455,47.3,62.1,42.8,11.2,0.19,3,True,False,False,False,False,False,1001,2016
2016-03-29,31481,14.373479770867084,49.7,63.0,43.0,21.8,0.32,3,False,False,False,False,True,False,1002,2016
2016-03-30,33684,16.178734216047182,45.4,53.1,39.0,10.7,0.0,3,False,False,False,False,False,True,1003,2016
2016-03-31,38348,18.082657939570947,57.2,70.0,39.0,11.1,0.0,3,False,False,False,True,False,False,1004,2016
2016-04-01,34449,17.703992859008977,62.6,79.0,48.9,9.1,0.0,4,False,False,False,False,False,False,1005,2016
2016-04-02,21839,18.66131919959704,56.3,79.0,48.9,6.9,0.01,4,False,True,False,False,False,False,1006,2016
2016-04-03,15322,18.47535134664753,42.3,61.0,35.1,19.7,0.24,4,False,False,True,False,False,False,1007,2016
2016-04-04,12302,11.23661735219206,39.7,50.0,35.1,9.4,0.11,4,True,False,False,False,False,False,1008,2016
2016-04-05,26238,15.076870061234336,33.3,45.0,27.0,13.3,0.5,4,False,False,False,False,True,False,1009,2016
2016-04-06,29365,15.281174300471084,39.0,48.0,27.0,9.9,0.0,4,False,False,False,False,False,True,1010,2016
2016-04-07,30402,13.857027498190908,52.0,60.1,32.0,12.8,0.0,4,False,False,False,True,False,False,1011,2016
2016-04-08,30817,16.405474792052004,48.9,60.1,44.1,13.7,0.15,4,False,False,False,False,False,False,1012,2016
2016-04-09,12702,20.6566826746444,41.1,46.9,37.4,8.1,0.0,4,False,True,False,False,False,False,1013,2016
2016-04-10,23229,20.43258713963867,40.5,50.0,33.1,11.5,0.07,4,False,False,True,False,False,False,1014,2016
2016-04-11,32048,14.77218131136628,50.2,61.0,33.1,11.7,0.0,4,True,False,False,False,False,False,1015,2016
2016-04-12,23765,13.98445332772284,53.2,61.0,44.1,10.9,0.04,4,False,False,False,False,True,False,1016,2016
2016-04-13,37539,15.087523642078905,48.4,57.9,42.1,8.8,0.19,4,False,False,False,False,False,True,1017,2016
2016-04-14,38505,16.651420594727952,49.9,61.0,42.1,6.5,0.0,4,False,False,False,True,False,False,1018,2016
2016-04-15,39676,15.26766937191249,50.8,63.0,43.0,5.2,0.0,4,False,False,False,False,False,False,1019,2016
2016-04-16,36148,21.125675002766407,52.6,64.9,44.1,6.7,0.0,4,False,True,False,False,False,False,1020,2016
2016-04-17,38843,24.615982287670874,55.8,73.9,45.0,4.5,0.0,4,False,False,True,False,False,False,1021,2016
2016-04-18,43994,17.210900350047726,62.5,80.1,48.0,4.4,0.0,4,True,False,False,False,False,False,1022,2016
2016-04-19,46075,15.246389943931998,65.5,80.1,48.9,8.6,0.0,4,False,False,False,False,True,False,1023,2016
2016-04-20,44547,17.056459095636818,58.8,69.1,51.1,10.7,0.0,4,False,False,False,False,False,True,1024,2016
2016-04-21,45570,15.988536317752908,58.8,70.0,50.0,8.2,0.0,4,False,False,False,True,False,False,1025,2016
2016-04-22,48815,19.96650756256616,70.0,78.1,50.0,7.1,0.0,4,False,False,False,False,False,False,1026,2016
2016-04-23,33647,23.983271911314528,66.5,78.1,61.0,8.7,0.14,4,False,True,False,False,False,False,1027,2016
2016-04-24,37866,23.703855701684887,56.5,69.1,48.0,9.7,0.0,4,False,False,True,False,False,False,1028,2016
2016-04-25,42308,17.729564542560908,56.6,68.0,48.0,6.5,0.0,4,True,False,False,False,False,False,1029,2016
2016-04-26,34643,16.306175850821237,54.4,68.0,50.0,9.4,0.19,4,False,False,False,False,True,False,1030,2016
2016-04-27,41931,17.22067404386572,51.1,57.9,46.4,7.9,0.11,4,False,False,False,False,False,True,1031,2016
2016-04-28,37428,15.516839442841365,53.3,60.1,46.9,8.3,0.0,4,False,False,False,True,False,False,1032,2016
2016-04-29,34878,18.542412600110847,52.0,59.0,48.0,7.8,0.0,4,False,False,False,False,False,False,1033,2016
2016-04-30,38258,25.188611096589817,52.8,63.0,46.9,6.2,0.02,4,False,True,False,False,False,False,1034,2016
2016-05-01,10697,14.554683556137237,50.1,63.0,46.9,7.3,0.0,5,False,False,True,False,False,False,1035,2016
2016-05-02,38537,17.37560569495982,50.6,61.0,44.6,6.1,0.15,5,True,False,False,False,False,False,1036,2016
2016-05-03,22858,16.129716073147254,54.5,62.1,45.0,7.3,0.73,5,False,False,False,False,True,False,1037,2016
2016-05-04,31619,13.670899880873316,51.3,55.0,48.9,9.0,0.07,5,False,False,False,False,False,True,1038,2016
2016-05-05,39903,15.952207018686977,51.8,57.9,46.9,11.6,0.02,5,False,False,False,True,False,False,1039,2016
2016-05-06,18860,14.94222781901732,52.2,57.9,46.9,13.0,0.38,5,False,False,False,False,False,False,1040,2016
2016-05-07,31078,20.771490550657493,52.3,57.2,48.2,8.7,0.18,5,False,True,False,False,False,False,1041,2016
2016-05-08,31197,21.021818337233285,55.4,64.9,48.9,9.8,0.07,5,False,False,True,False,False,False,1042,2016
2016-05-09,45724,17.347089420581465,62.9,73.9,48.9,9.9,0.08,5,True,False,False,False,False,False,1043,2016
2016-05-10,44849,15.381039339412997,59.1,73.9,51.1,7.6,0.0,5,False,False,False,False,True,False,1044,2016
2016-05-11,51181,16.62300365369962,63.0,73.9,51.1,5.4,0.0,5,False,False,False,False,False,True,1045,2016
2016-05-12,52273,16.941524623929503,66.2,78.1,53.1,5.7,0.0,5,False,False,False,True,False,False,1046,2016
2016-05-13,32391,16.22495446265938,61.6,78.1,55.9,5.7,0.0,5,False,False,False,False,False,False,1047,2016
2016-05-14,42063,23.04813177059807,66.2,73.0,57.9,6.8,0.25,5,False,True,False,False,False,False,1048,2016
2016-05-15,28661,20.685222660293316,56.0,73.0,48.0,15.4,0.0,5,False,False,True,False,False,False,1049,2016
2016-05-16,42787,17.32728827291779,52.8,68.0,44.1,16.9,0.0,5,True,False,False,False,False,False,1050,2016
2016-05-17,43396,15.650359480136412,62.3,68.0,44.1,9.2,0.0,5,False,False,False,False,True,False,1051,2016
2016-05-18,44803,16.13090008853574,59.3,69.1,55.0,7.2,0.0,5,False,False,False,False,False,True,1052,2016
2016-05-19,49182,16.14981700622179,60.9,71.1,55.0,5.3,0.0,5,False,False,False,True,False,False,1053,2016
2016-05-20,52543,18.39868139745859,64.4,78.1,55.9,5.7,0.0,5,False,False,False,False,False,False,1054,2016
2016-05-21,30519,19.704298961302797,62.4,78.1,57.0,6.3,0.0,5,False,True,False,False,False,False,1055,2016
2016-05-22,37802,19.757680369645335,60.7,71.1,54.0,6.5,0.18,5,False,False,True,False,False,False,1056,2016
2016-05-23,48578,15.865359147487892,65.0,77.0,54.0,6.0,0.11,5,True,False,False,False,False,False,1057,2016
2016-05-24,34796,14.567491474115805,65.6,77.0,55.9,5.3,0.26,5,False,False,False,False,True,False,1058,2016
2016-05-25,53439,16.455156034606436,74.4,90.0,60.1,3.9,0.02,5,False,False,False,False,False,True,1059,2016
2016-05-26,52133,15.946899916239875,82.2,91.9,60.1,7.2,0.0,5,False,False,False,True,False,False,1060,2016
2016-05-27,46937,17.443640056529684,76.6,91.9,55.0,7.2,0.0,5,False,False,False,False,False,False,1061,2016
2016-05-28,34222,21.96118432587224,79.9,91.9,66.9,8.4,0.0,5,False,True,False,False,False,False,1062,2016
2016-05-29,36877,24.4514724625105,80.0,91.9,73.0,9.1,0.0,5,False,False,True,False,False,False,1063,2016
2016-05-30,32619,19.59295758095997,73.5,87.1,69.1,6.6,1.53,5,True,False,False,False,False,False,1064,2016
2016-05-31,49756,15.286392595867834,76.7,86.0,69.1,7.5,0.0,5,False,False,False,False,True,False,1065,2016
2016-06-01,54665,18.26995914509589,76.0,84.0,68.0,6.7,0.0,6,False,False,False,False,False,True,1066,2016
2016-06-02,54401,16.1135689907661,68.9,82.9,62.1,9.2,0.0,6,False,False,False,True,False,False,1067,2016
2016-06-03,38975,15.665131922172334,66.3,73.9,62.1,6.3,0.0,6,False,False,False,False,False,False,1068,2016
2016-06-04,40977,21.640899773043415,72.8,82.9,63.0,5.5,0.02,6,False,True,False,False,False,False,1069,2016
2016-06-05,22397,17.38387432840707,69.3,82.9,66.0,7.5,0.27,6,False,False,True,False,False,False,1070,2016
2016-06-06,52149,16.091471872263448,75.1,87.1,66.9,9.1,0.67,6,True,False,False,False,False,False,1071,2016
2016-06-07,51812,15.050389549396536,79.3,87.1,68.0,9.1,0.0,6,False,False,False,False,True,False,1072,2016
2016-06-08,42250,13.55235818540434,64.9,87.1,55.0,13.0,0.01,6,False,False,False,False,False,True,1073,2016
2016-06-09,52905,15.755235800018902,63.6,73.9,55.0,17.1,0.44,6,False,False,False,True,False,False,1074,2016
2016-06-10,53299,16.033148214162864,67.9,78.1,55.9,12.0,0.0,6,False,False,False,False,False,False,1075,2016
2016-06-11,41030,18.50436956698352,74.6,90.0,59.0,7.0,0.0,6,False,True,False,False,False,False,1076,2016
2016-06-12,40637,19.7286159575428,80.2,90.0,64.0,14.0,0.1,6,False,False,True,False,False,False,1077,2016
2016-06-13,49069,15.067314054358832,66.0,86.0,59.0,16.9,0.0,6,True,False,False,False,False,False,1078,2016
2016-06-14,54813,15.484833889770671,69.0,81.0,59.0,11.2,0.0,6,False,False,False,False,True,False,1079,2016
2016-06-15,55049,15.63579962094377,75.3,87.1,60.1,6.2,0.0,6,False,False,False,False,False,True,1080,2016
2016-06-16,46198,14.32881690405068,73.3,87.1,66.0,4.4,0.12,6,False,False,False,True,False,False,1081,2016
2016-06-17,54236,16.92154841802493,71.2,77.0,66.0,6.4,0.0,6,False,False,False,False,False,False,1082,2016
2016-06-18,48901,20.863376345405342,73.0,86.0,63.0,5.3,0.0,6,False,True,False,False,False,False,1083,2016
2016-06-19,45270,21.22478757087107,75.1,86.0,63.0,7.5,0.0,6,False,False,True,False,False,False,1084,2016
2016-06-20,52247,15.858149431227314,73.4,84.0,66.0,6.9,0.0,6,True,False,False,False,False,False,1085,2016
2016-06-21,53564,14.2659513230279,80.8,89.1,66.0,10.0,0.0,6,False,False,False,False,True,False,1086,2016
2016-06-22,55749,15.74638289476044,77.9,89.1,66.9,8.8,0.0,6,False,False,False,False,False,True,1087,2016
2016-06-23,53206,14.59984274956458,74.3,86.0,66.9,6.8,0.0,6,False,False,False,True,False,False,1088,2016
2016-06-24,54186,15.930940648876094,74.7,84.9,68.0,8.7,0.0,6,False,False,False,False,False,False,1089,2016
2016-06-25,43000,20.47097286821705,73.3,84.9,64.9,8.0,0.0,6,False,True,False,False,False,False,1090,2016
2016-06-26,42992,19.894191555017983,75.8,86.0,64.9,7.5,0.0,6,False,False,True,False,False,False,1091,2016
2016-06-27,47023,14.955021656069016,75.7,86.0,69.1,9.9,0.0,6,True,False,False,False,False,False,1092,2016
2016-06-28,49593,14.705213101311346,72.6,84.0,69.1,9.3,0.54,6,False,False,False,False,True,False,1093,2016
2016-06-29,54882,14.842684304507854,75.7,87.1,70.0,5.5,0.07,6,False,False,False,False,False,True,1094,2016
2016-06-30,54843,14.294404026037965,77.6,87.1,70.0,6.9,0.0,6,False,False,False,True,False,False,1095,2016
2016-07-01,39669,17.035908391943327,76.9,87.1,70.0,8.4,0.0,7,False,False,False,False,False,False,1096,2016
2016-07-02,35837,20.688649533536104,72.9,81.0,68.0,11.5,0.28,7,False,True,False,False,False,False,1097,2016
2016-07-03,35348,23.12733818037796,75.4,82.0,68.0,7.3,0.0,7,False,False,True,False,False,False,1098,2016
2016-07-04,34860,20.668269745649265,76.7,86.0,69.1,7.8,0.0,7,True,False,False,False,False,False,1099,2016
2016-07-05,43744,14.842111299073398,76.0,89.1,69.1,6.3,1.08,7,False,False,False,False,True,False,1100,2016
2016-07-06,51353,14.844884102843718,85.8,96.1,69.1,5.3,0.57,7,False,False,False,False,False,True,1101,2016
2016-07-07,48742,14.107261704484838,85.1,96.1,77.0,7.3,0.0,7,False,False,False,True,False,False,1102,2016
2016-07-08,44419,16.502004772732388,78.8,93.0,73.9,6.5,0.02,7,False,False,False,False,False,False,1103,2016
2016-07-09,38142,17.58379695174174,70.3,86.0,66.0,9.0,0.01,7,False,True,False,False,False,False,1104,2016
2016-07-10,41991,20.96528779976661,73.0,81.0,66.9,7.0,0.41,7,False,False,True,False,False,False,1105,2016
2016-07-11,52870,15.01155917029191,74.5,82.0,68.5,8.7,0.0,7,True,False,False,False,False,False,1106,2016
2016-07-12,56537,16.041030062908657,76.6,84.0,69.1,8.1,0.0,7,False,False,False,False,True,False,1107,2016
2016-07-13,55486,16.676759302646918,78.1,86.0,71.1,8.8,0.0,7,False,False,False,False,False,True,1108,2016
2016-07-14,50350,15.634059582919566,80.4,91.0,73.0,7.8,0.0,7,False,False,False,True,False,False,1109,2016
2016-07-15,48572,15.101955173076394,86.6,91.9,75.0,6.4,0.5,7,False,False,False,False,False,False,1110,2016
